name,category,description,example_prompt,effort,loader_feasibility,priority,source,usefulness,score_composite,rationale,demand_source,demand_evidence,score_browser_local,score_audience,score_composability,score_demand,feasibility_verified,feasibility_note
modular-arithmetic,math,"Computes modular exponentiation (a^b mod m), modular inverse, GCD, extended GCD with Bézout coefficients, and LCM.","What is 7^256 mod 13, and find the modular inverse of 3 mod 11",M,"plain Rust→WASM — fast integer/u128 modular routines and the extended Euclidean algorithm, no external dependencies.",2.25,both,2,2.25,"Modular exponentiation, modular inverse, and extended GCD are core to cryptography (RSA) and number-theory coursework and map the demand terms exactly.",cyberchef,npm=0;wiki=0;stack=0;github=1238,2,2,3,2,no,not found: integer/u128
morse-audio,audio,Renders Morse code (from text) as a downloadable WAV file of beep tones at a chosen speed.,Make me an audio file of 'HELLO' in Morse code,M,"plain Rust→WASM — synthesizes PCM sine-wave tones and writes a WAV container in-memory; no ffmpeg or decoding required, fully client-side.",2.25,v2,,2.25,"Turns Morse into shareable, playable audio entirely offline — a distinctive value-add no text tool offers.",cyberchef,npm=32;wiki=0;stack=0;github=526,3,2,2,2,unknown,no crate/model referenced
murmurhash3,dev,Computes the non-cryptographic MurmurHash3 (x86 32-bit and x64 128-bit) of input with an optional seed.,Give me the murmurhash3 128-bit of this string,S,"plain Rust→WASM via the murmur3 crate; it is a few rounds of integer mixing, entirely client-side.",2.25,v2,,2.25,"MurmurHash3 underpins many hash tables, bloom filters, and sharding schemes that developers need to reproduce.",cyberchef,npm=637;wiki=0;stack=0;github=228,2,2,2,3,yes,found crate:murmur3
oid-name-lookup,data,Maps a dotted OID to its friendly name (and vice versa) using an embedded dictionary of common X.509/PKCS/crypto OIDs.,What is OID 1.2.840.10045.2.1?,S,plain Rust→WASM with a compiled-in OID table; a pure in-memory lookup with no network calls.,2.25,v2,,2.25,"Turns opaque OIDs from certificate dumps into meaningful names, saving constant reference-table lookups.",cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,4,1,unknown,no crate/model referenced
parse-http2-frame,dev,"Decodes HTTP/2 binary frames (length, type, flags, stream id) and the payloads of structured frames like SETTINGS, WINDOW_UPDATE, RST_STREAM, and PING.",Parse these HTTP/2 frames: 000012040000000000000300000064...,M,Pure Rust frame parser in WASM; deterministic and local (HEADERS payloads are surfaced as raw HPACK).,2.25,v2,,2.25,"HTTP/2 is binary and hard to read by hand, so an offline frame decoder fills a real gap.",cyberchef,npm=0;wiki=0;stack=0;github=1,3,2,3,1,unknown,no crate/model referenced
parse-user-agent,web,"Parses a User-Agent string into structured browser, engine, OS, and device fields.","Parse this user agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36",S,"Plain Rust→WASM with bundled UA pattern tables; pure string matching, no network or model, so it runs fully in the wasmi sandbox.",2.25,v2,,2.25,User-agent parsing is a constant log-analysis and analytics chore that is fully deterministic offline.,cyberchef,npm=32;wiki=0;stack=0;github=624,2,2,3,2,unknown,no crate/model referenced
power-set,data,"Lists all subsets of a given set, optionally filtered by subset size.","Give me every possible subset of {a, b, c, d}",S,"plain Rust→WASM — bitmask enumeration over set elements, runs locally with no model.",2.25,v2,,2.25,"Enumerating subsets is common for combinatorics coursework, feature-flag combinations, and test coverage but has no easy interactive tool.",cyberchef,npm=100;wiki=0;stack=0;github=0,2,2,3,2,unknown,no crate/model referenced
public-key-from-certificate,dev,Extracts the subject public key from an X.509 certificate and outputs it as PEM (and optionally JWK).,Extract the public key from this certificate as PEM,S,plain Rust→WASM via x509-parser + spki; a local extraction and re-encoding with no network.,2.25,v2,,2.25,Pulling the public key out of a cert is a frequent setup step for signature verification and JWKS publishing.,cyberchef,npm=0;wiki=0;stack=0;github=55,2,2,4,1,unknown,no crate/model referenced
quoted-printable-codec,data,"Encodes and decodes MIME Quoted-Printable, the =XX hex escaping used in email bodies and headers.",decode this quoted-printable: =C3=A9t=C3=A9,S,plain Rust→WASM — QP is a deterministic byte-escaping scheme with no I/O.,2.25,v2,,2.25,"Anyone inspecting raw email or MIME parts needs to decode Quoted-Printable, and few clean browser tools exist.",cyberchef,npm=0;wiki=0;stack=0;github=2,3,2,3,1,unknown,no crate/model referenced
quoted-printable-decode,data,Decodes quoted-printable text (=XX escapes and soft line breaks) back to its original UTF-8 bytes.,Decode this quoted-printable: Hello=20World=21,S,Plain Rust→WASM: a simple byte-level state machine that runs fully local.,2.25,v2,,2.25,"Quoted-printable is everywhere in email and form posts, and decoding it inline saves a trip to a sketchy web converter.",cyberchef,npm=0;wiki=0;stack=0;github=36,3,2,3,1,unknown,no crate/model referenced
quoted-printable-encode,data,Encodes arbitrary text into quoted-printable with proper =XX escaping and 76-column soft line wraps.,Quoted-printable encode: naïve café — résumé,S,Plain Rust→WASM: deterministic byte-by-byte escaping with no network.,2.25,v2,,2.25,Round-trips with the decoder so users can both produce and read MIME bodies when crafting or testing emails.,cyberchef,npm=0;wiki=0;stack=0;github=46,3,2,3,1,unknown,no crate/model referenced
random-integer-generator,utility,"Generates one or many pseudo-random integers in a chosen range, with optional seed for reproducibility and no-duplicates mode.",give me 5 random numbers between 1 and 100,S,plain Rust→WASM — a seedable PRNG (or browser crypto via host) runs without any server,2.25,v2,,2.25,"Quick, reproducible random integers are a common everyday utility and need no remote randomness source.",cyberchef,npm=8;wiki=0;stack=0;github=0,2,3,2,2,unknown,no crate/model referenced
randomize-case,text,Randomly alternates the case of each letter to produce mocking/sponge-case text.,Randomize the case of this sentence,S,plain Rust→WASM — seeded per-character case flip runs locally with no model.,2.25,v2,,2.25,Explicit demand term with popular meme/social use.,it-tools,npm=0;wiki=0;stack=0;github=0,2,2,2,3,unknown,no crate/model referenced
roman-numeral-converter,text,Convert between Roman numerals and integers in both directions.,convert 2026 to roman numerals,S,plain Rust→WASM: simple mapping arithmetic.,2.25,v2,,2.25,"A simple, frequently searched conversion that fits chat well.",it-tools,npm=41;wiki=0;stack=0;github=3845,1,2,2,4,unknown,no crate/model referenced
rot13,text,Applies the ROT13 letter-substitution cipher to text (it is its own inverse).,ROT13 this: Uryyb jbeyq,S,"plain Rust→WASM — pure character mapping, no network or native deps, runs fully client-side.",2.25,v2,,2.25,"The most-requested classic cipher; instant, offline and private in the chat.",cyberchef,npm=37;wiki=2;stack=0;github=0,2,2,3,2,unknown,no crate/model referenced
sfx-generator,audio,"Synthesizes retro 8-bit game sound effects (jump, laser, pickup, explosion) as WAV.",Generate a retro coin pickup sound effect,M,"plain Rust→WASM DSP synthesizes waveforms and writes a WAV buffer, no assets needed.",2.25,v2,,2.25,Directly answers the 'bfxr' demand term for indie game-dev sound effects.,awesome,npm=0;wiki=0;stack=0;github=32,2,2,2,3,unknown,no crate/model referenced
shuffle-lines,data,Randomly reorders the lines of text.,shuffle these lines into a random order,S,plain Rust→WASM: a pure-Rust seeded PRNG (Fisher–Yates) shuffles the line vector entirely client-side with an optional user seed.,2.25,v2,,2.25,"Randomizing a list (names, questions, picks) is a frequent need and works fully offline with a seed.",cyberchef,npm=0;wiki=0;stack=0;github=66,2,2,3,2,unknown,no crate/model referenced
sm3-hash,dev,Computes the SM3 (GM/T 0004) 256-bit cryptographic hash of arbitrary text or hex/base64 input.,Compute the SM3 hash of 'hello world',S,"plain Rust→WASM via RustCrypto `sm3`; streaming hash over CPU only, no I/O, runs in the wasmi sandbox.",2.25,v2,,2.25,"SM3 underpins SM2's KDF/ZA and is mandated alongside it in ShangMi stacks, so a standalone digest tool rounds out the suite and has independent demand.",cyberchef,npm=0;wiki=0;stack=0;github=0,3,2,3,1,unknown,no crate/model referenced
ssh-hassh-fingerprint,data,Computes HASSH (client) and HASSHServer fingerprints from SSH KEXINIT algorithm lists for SSH client/server identification.,"Generate the HASSH fingerprint for this SSH client: kex=curve25519-sha256,ecdh-sha2-nistp256 enc=aes128-ctr,aes256-ctr mac=hmac-sha2-256 comp=none",M,"plain Rust→WASM — HASSH is just an MD5 hash of the semicolon-joined kex/encryption/mac/compression algorithm strings; pure string + hash work, no network.",2.25,v2,,2.25,"HASSH is a standard SSH fingerprinting method used in threat hunting and asset inventory, and analysts currently bounce to CyberChef to compute it.",cyberchef,npm=0;wiki=0;stack=0;github=7,2,2,3,2,unknown,no crate/model referenced
sudoku-solver,utility,Solves a Sudoku puzzle from a grid you provide.,Solve this sudoku: 53..7.... 6..195...,M,plain Rust→WASM backtracking solver runs instantly client-side.,2.25,v2,,2.25,"Maps the Games demand with a deterministic, satisfying offline tool.",awesome,npm=25;wiki=0;stack=0;github=49538,2,2,1,4,unknown,no crate/model referenced
take-nth-bytes,data,"Keeps every Nth byte of the input (with optional start offset), useful for de-interleaving data.",take every 2nd byte from this hex string,S,"plain Rust→WASM; deterministic stride extraction, no external calls.",2.25,v2,,2.25,De-interleaving byte streams is a recurring reverse-engineering and forensics task.,cyberchef,npm=0;wiki=0;stack=0;github=0,3,1,4,1,unknown,no crate/model referenced
text-encoding-brute-force,text,Tries decoding bytes across many character sets and ranks the candidates by readability to identify the correct encoding.,brute force the encoding of these mystery bytes and tell me which charset is right,M,"plain Rust→WASM via encoding_rs + chardetng — detection heuristics are pure Rust, no network",2.25,v2,,2.25,"Fixing garbled text from unknown sources is painful without an automated charset guesser, and it runs instantly offline.",cyberchef,npm=0;wiki=0;stack=0;github=0,3,2,3,1,unknown,no crate/model referenced
text-to-binary,dev,Converts text to its binary (and optionally octal/decimal) representation and back.,"convert ""Hi"" to binary",S,plain Rust→WASM — byte-to-bit formatting is pure computation in the sandbox.,2.25,both,3,2.25,"Encoding lessons, puzzles and low-level debugging routinely need quick text↔binary conversion.",awesome,npm=0;wiki=0;stack=0;github=0,2,2,2,3,unknown,no crate/model referenced
timestamp-unit-detect,data,"Given a raw numeric timestamp, detects whether it is in seconds, milliseconds, microseconds, nanoseconds, or Windows FILETIME and shows the decoded date for each interpretation.",what date is the timestamp 133592040000000000,S,"plain Rust→WASM range heuristics plus conversion math, no external calls.",2.25,v2,,2.25,Saves users from guessing the unit of an unknown timestamp before they can convert it.,cyberchef,npm=0;wiki=0;stack=0;github=3,2,2,3,2,unknown,no crate/model referenced
tlv-parser,dev,Parses generic Type-Length-Value (BER-TLV / EMV-style) hex into a nested tag tree with decoded lengths.,parse this TLV hex: 6f1a840e315041592e5359532e4444463031,M,"plain Rust→WASM — recursive length-prefixed byte walker, fully client-side",2.25,v2,,2.25,"Smartcard/EMV and protocol engineers debug TLV blobs constantly, and a local parser avoids leaking payment data.",cyberchef,npm=19;wiki=0;stack=0;github=0,4,2,2,1,unknown,no crate/model referenced
todo-extractor,dev,Extracts all TODO/FIXME/HACK annotations from code comments with line numbers.,Find every TODO and FIXME in this code,S,"plain Rust→WASM comment scan; pure parsing, browser-local.",2.25,v2,,2.25,Surfacing scattered action items from a codebase is a quick way to build a cleanup backlog.,cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,3,2,unknown,no crate/model referenced
typing-practice-generator,text,"Generates typing-practice passages at a chosen length and difficulty (common words, punctuation, numbers, code).",Give me a hard typing practice paragraph with punctuation and numbers.,S,plain Rust→WASM assembles text from embedded word lists with a user/host-supplied seed; no network.,2.25,v2,,2.25,TypingWeb's core value is practice material; generating it fits the tool model better than an interactive WPM widget.,awesome,npm=0;wiki=0;stack=0;github=49,2,2,2,3,no,not found: user/host-supplied
ulid-generator,dev,"Generates ULIDs (lexicographically sortable, timestamp-prefixed unique identifiers).",generate 5 ulids,S,"plain Rust→WASM — combines the host clock and crypto randomness with Crockford base32 encoding, all local.",2.25,v2,,2.25,ULIDs are an increasingly popular UUID alternative and developers want them generated without a server.,awesome,npm=41;wiki=0;stack=0;github=0,2,2,2,3,unknown,no crate/model referenced
unicode-character-search,text,Searches Unicode characters by name or keyword and returns copyable glyphs with code points.,find me arrow symbols I can copy,M,plain Rust→WASM searches a bundled Unicode name table; fully offline.,2.25,v2,,2.25,CopyPasteCharacter demand shows constant need for a special-character picker.,awesome,npm=0;wiki=0;stack=0;github=0,1,3,2,3,unknown,no crate/model referenced
unicode-inspector,dev,"Breaks text into individual characters and reports each codepoint, official Unicode name, general category, block and UTF-8/UTF-16 byte encoding.",inspect every character in: naïve 𝕏 →,M,plain Rust→WASM using unicode-names2 / unicode-properties crates; the name tables bundle into the wasm and run offline.,2.25,v2,,2.25,"Indispensable for debugging mysterious characters, encoding bugs and copy-paste artifacts, and complements the format generators.",cyberchef,npm=0;wiki=0;stack=0;github=19,2,3,2,2,unknown,no crate/model referenced
unix-permissions,dev,"Parses Unix file permissions between octal, symbolic (rwxr-xr-x), and a plain-English explanation.",what does chmod 755 mean,S,plain Rust→WASM; bitmask parsing and formatting run in-browser.,2.25,v2,,2.25,Translating octal/symbolic permission modes is a constant source of confusion for developers.,cyberchef,npm=10668;wiki=0;stack=0;github=205,2,2,2,3,unknown,no crate/model referenced
varint-decode,data,"Decodes base-128 varint bytes back into integers, supporting unsigned, two's-complement signed, and zigzag interpretations.",Decode the varint bytes ac02,S,Pure Rust accumulator loop in WASM; runs in-browser.,2.25,v2,,2.25,Decoding varints is a frequent step when manually reading protobuf or LEB128 streams.,cyberchef,npm=0;wiki=0;stack=0;github=31,2,2,3,2,unknown,no crate/model referenced
varint-encode,data,"Encodes integers as protobuf/LEB128 base-128 varints, with optional zigzag encoding for signed values.",Encode 300 as a protobuf varint,S,Pure Rust bit-shifting in WASM; deterministic and local.,2.25,v2,,2.25,Varint encoding underpins protobuf/WASM/DWARF and is a useful low-level primitive offline.,cyberchef,npm=0;wiki=0;stack=0;github=69,2,2,3,2,unknown,no crate/model referenced
vigenere-cipher,text,Encodes or decodes text with the Vigenère keyword cipher.,Decode 'LXFOPVEFRNHR' with the Vigenère key LEMON,S,"plain Rust→WASM — keyword-driven shift arithmetic, deterministic and client-side.",2.25,v2,,2.25,Covers both Vigenère Encode and Decode demand in one tool; a classic-crypto mainstay.,cyberchef,npm=51;wiki=0;stack=0;github=5015,2,2,3,2,unknown,no crate/model referenced
vlsm-subnet-planner,web,Splits a parent network into variable-length subnets sized to each requested host count and reports the allocation map.,"Subnet 10.0.0.0/16 into subnets needing 500, 200, 50, and 10 hosts",M,"Pure Rust VLSM allocator in WASM; purely computational, no network.",2.25,v2,,2.25,"VLSM planning is a classic, error-prone networking task that benefits from an instant offline solver.",cyberchef,npm=0;wiki=0;stack=0;github=3,3,2,3,1,unknown,no crate/model referenced
whirlpool-hash,utility,Computes the 512-bit Whirlpool digest of text or a file.,"whirlpool hash of ""data""",S,plain Rust→WASM — the whirlpool RustCrypto crate is pure-Rust and runs deterministically offline.,2.25,v2,,2.25,Whirlpool is an ISO-standard hash with steady niche demand and almost no privacy-respecting browser-local generators.,cyberchef,npm=1777;wiki=0;stack=0;github=58,3,1,2,3,yes,found crate:rustcrypto
windows-filetime-to-unix,data,Converts a Windows FILETIME value (100-nanosecond intervals since 1601-01-01) to a Unix timestamp and a readable date.,convert FILETIME 133000000000000000 to a normal date,S,"plain Rust→WASM 64-bit integer math, fully offline.",2.25,v2,,2.25,A zero-substitute need in Windows log and forensic analysis that maps the demand term exactly.,cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,3,2,unknown,no crate/model referenced
yubikey-otp-parse,dev,"Splits a 44-character YubiKey OTP into its Modhex public ID and token, and optionally decrypts the token with a supplied AES-128 key to reveal the private ID, counters, timestamp, and CRC.",Parse this yubikey OTP ccccccibhbfflnjvjfbnjuvkhfthjvfvfclr with AES key 0123456789abcdef0123456789abcdef,M,"Plain Rust→WASM: Modhex decode plus a single AES-128-ECB block decrypt via the pure-Rust `aes` crate, all done locally so the secret key never leaves the browser.",2.25,v2,,2.25,Lets security engineers validate and inspect YubiKey OTPs offline without sending secret keys to a server.,cyberchef,npm=0;wiki=0;stack=0;github=1,4,2,2,1,no,not found: AES-128-ECB
analyse-uuid,utility,"Decodes a UUID to reveal its version, variant, and (for v1/v6/v7) embedded timestamp and node information.",what version is this uuid and when was it made: 018f...,S,plain Rust→WASM — pure bit/field parsing of the 128-bit value,2,v2,,2.0,Inspecting a UUID's version and timestamp is a frequent debugging task and the natural companion to the generator.,cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,2,2,unknown,no crate/model referenced
bacon-cipher,text,"Encodes or decodes the Baconian cipher, mapping letters to 5-symbol A/B patterns.",Decode this Baconian cipher: AABBA ABAAA AAABA,S,"plain Rust→WASM — fixed 24/26-letter mapping table, deterministic and client-side.",2,v2,,2.0,Covers Bacon Encode and Decode; a common steganography and puzzle cipher.,cyberchef,npm=37;wiki=0;stack=0;github=86,2,1,3,2,unknown,no crate/model referenced
base92-codec,data,"Encodes binary/text to and decodes from Base92, a high-density ASCII-safe encoding.",encode the word hello to base92,M,plain Rust→WASM — a fixed-alphabet big-integer base conversion done in-memory.,2,v2,,2.0,"Base92 is requested but rarely available outside CyberChef, so a browser-local version fills a real gap.",cyberchef,npm=0;wiki=0;stack=0;github=0,3,1,3,1,unknown,no crate/model referenced
bcrypt-inspect,dev,"Parses a bcrypt hash into its version, cost factor, and salt without verifying any password.",What cost factor and version does this bcrypt hash use?,S,plain Rust→WASM; parsing the modular-crypt format is pure string decoding.,2,v2,,2.0,Auditing the cost factor of legacy bcrypt hashes is a real security-review need.,cyberchef,npm=0;wiki=0;stack=0;github=1,2,2,2,2,unknown,no crate/model referenced
caesar-cipher-solver,text,Brute-forces all 25 Caesar/ROT shifts and auto-ranks the plaintext by chi-square fit to English letter frequencies.,decode this caesar cipher: Khoor Zruog,M,plain Rust→WASM — 25 shifts scored by chi-square against a built-in frequency table,2,v2,,2.0,Combines the chi-square and frequency demand signals into a one-click classical-cipher breaker.,cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,2,2,unknown,no crate/model referenced
cipher-identifier,text,"Analyzes an unknown ciphertext and ranks the most likely classical ciphers (Caesar, affine, Atbash, A1Z26, rail fence, substitution, etc.).",What kind of cipher is 'Gsrh rh z hvxivg' likely to be?,M,plain Rust→WASM — frequency-analysis and character-set heuristics run entirely on-device.,2,v2,,2.0,Turns the cluster of classical-cipher demand into a high-value first step users reach for before decoding.,cyberchef,npm=0;wiki=0;stack=0;github=82,2,2,3,1,unknown,no crate/model referenced
css-font-stack-generator,dev,Builds a robust CSS font-family stack with web-safe fallbacks and system-font defaults from a primary font name.,give me a css font stack with Inter as the primary font,S,"plain Rust→WASM lookup of fallback chains, emits CSS text offline.",2,v2,,2.0,Practical typography utility adjacent to Google Fonts that developers reach for constantly.,awesome,npm=0;wiki=0;stack=0;github=11,2,2,1,3,unknown,no crate/model referenced
decimal-codec,data,Encodes text into space-separated decimal byte values and reconstructs text from a list of decimal byte values.,"give me the decimal byte values for ""OK""",S,plain Rust→WASM — byte enumeration and decimal formatting are pure in-memory work.,2,v2,,2.0,"Decimal byte encoding is a distinct, searched operation that complements the charcode and binary codecs.",cyberchef,npm=0;wiki=0;stack=0;github=9,2,2,3,1,unknown,no crate/model referenced
dice-roller,utility,Rolls dice with standard RPG notation (e.g. 3d6+2) and shows each die and the total.,roll 2d20+5,S,plain Rust→WASM parses the notation and uses the browser CSPRNG locally.,2,v2,,2.0,"Popular randomness use case from RANDOM.ORG demand, especially for tabletop players.",awesome,npm=0;wiki=0;stack=0;github=23046,1,2,1,4,unknown,no crate/model referenced
discord-timestamp,utility,Generates Discord dynamic timestamp codes (<t:unix:F>) from a date/time.,Give me a Discord timestamp for next Friday 8pm in my timezone,S,plain Rust→WASM converts the date to a Unix timestamp and formats the code locally.,2,v2,,2.0,Discord timestamp generators are a popular standalone utility and are pure local computation.,awesome,npm=250;wiki=0;stack=0;github=330,2,2,1,3,unknown,no crate/model referenced
emojify,text,Sprinkles relevant emoji into text by matching keywords to emoji.,emojify: 'we shipped the rocket and celebrated with pizza',S,plain Rust→WASM matches words against a bundled emoji dictionary.,2,v2,,2.0,"Emojify demand maps to a quick, playful text-decoration tool.",awesome,npm=479;wiki=0;stack=0;github=0,1,2,2,3,unknown,no crate/model referenced
endianness-swapper,dev,Swaps byte order of a hex string or integer between big- and little-endian at 16/32/64-bit word sizes.,swap the endianness of 0x12345678 as a 32-bit value,S,"plain Rust→WASM — pure byte reversal and grouping, no dependencies",2,v2,,2.0,Reverse-engineering binary formats and network protocols constantly requires flipping endianness by hand otherwise.,cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,3,1,unknown,no crate/model referenced
enigma-machine,text,"Simulates the Enigma machine with configurable rotors, ring settings, reflector, and plugboard to encrypt or decrypt messages.","Encrypt 'ATTACKATDAWN' on Enigma rotors I II III, reflector B, plugboard AB CD",M,"plain Rust→WASM — rotor stepping and wiring tables are deterministic state machines, no host calls.",2,both,3,2.0,"Iconic, high-interest cipher with strong educational and CTF demand and no easy browser-local equivalent.",cyberchef,npm=38;wiki=0;stack=0;github=3208,2,2,2,2,unknown,no crate/model referenced
float-hex-codec,dev,Converts an IEEE 754 single- or double-precision float to its hexadecimal/binary bit representation and decodes those bits back to a float.,show the IEEE 754 hex bits for 3.14,M,"plain Rust→WASM — uses native f32/f64 to_bits/from_bits, fully deterministic and local.",2,v2,,2.0,"Float-to-bits inspection is a real low-level debugging need with no good browser-local tool, matching the To/From Float demand.",cyberchef,npm=0;wiki=0;stack=0;github=0,3,2,2,1,no,not found: f32/f64
from-ci-regex,dev,Collapses a case-insensitive character-class regex back to its plain-text literal.,convert [Cc][Aa][Tt] back to plain text,S,plain Rust→WASM: parsing the bracketed classes and emitting one letter each is pure local computation.,2,v2,,2.0,Reverses the case-insensitive regex form to make verbose patterns readable again.,cyberchef,npm=0;wiki=0;stack=0;github=4,2,1,3,2,unknown,no crate/model referenced
gost-key-wrap,data,Wraps or unwraps a symmetric key under a key-encryption key using the GOST 28147-89 key-wrap scheme (RFC 4357).,Unwrap this GOST-wrapped key blob with my KEK,M,"plain Rust→WASM built on the Magma cipher plus its MAC (imitovstavka) — deterministic byte math, runs client-side.",2,v2,,2.0,Covers GOST Key Wrap and Unwrap; secure key transport is required wherever GOST ciphers are deployed.,cyberchef,npm=0;wiki=0;stack=0;github=0,4,1,2,1,unknown,no crate/model referenced
http-status-lookup,web,"Looks up an HTTP status code (or name) and returns its meaning, category, and typical usage.",what does http 418 mean,S,plain Rust→WASM static code→description table; instant offline lookup.,2,both,3,2.0,"Developers constantly look up status codes, and an embedded reference is faster than a web search.",it-tools,npm=0;wiki=0;stack=0;github=51,1,3,1,3,unknown,no crate/model referenced
ip-format-converter,web,"Converts an IP address between dotted-decimal, integer, hex, binary, and expanded/compressed IPv6 forms.",convert 192.168.0.1 to its integer and hex forms,M,"plain Rust→WASM — pure integer/bitwise arithmetic on the address, fully offline",2,v2,,2.0,"Network engineers frequently need IPs in alternate notations for ACLs, configs, and obfuscated links.",cyberchef,npm=0;wiki=0;stack=0;github=0,2,2,3,1,unknown,no crate/model referenced
ipv4-integer-converter,dev,Converts IPv4 addresses to and from their 32-bit integer representation.,Convert 192.168.0.1 to an integer,S,plain Rust→WASM — packing/unpacking octets is pure bit math.,2,v2,,2.0,Small but recurring Network-demand task for developers and DBAs.,it-tools,npm=0;wiki=0;stack=0;github=0,1,2,2,3,unknown,no crate/model referenced
ipv6-transition-address,web,"Decodes IPv6 transition formats (IPv4-mapped, IPv4-compatible, 6to4, Teredo, NAT64/64:ff9b) back to the embedded IPv4 address and parameters.",Decode the Teredo address 2001:0:4136:e378:8000:63bf:3fff:fdd2,M,Pure Rust bit-extraction logic in WASM; no network needed.,2,v2,,2.0,"Transition-address decoding is niche, hard to do by hand, and otherwise unavailable offline.",cyberchef,npm=0;wiki=0;stack=0;github=4,2,2,3,1,unknown,no crate/model referenced
iso-week-number,data,"Returns the ISO-8601 week number, day-of-year, and calendar quarter for a given date.",what ISO week is 2026-06-19,S,"plain Rust→WASM calendar math, no I/O.",2,v2,,2.0,"Useful for sprint planning, payroll, and reporting that index time by ISO week or quarter.",cyberchef,npm=0;wiki=0;stack=0;github=32,2,2,2,2,unknown,no crate/model referenced
leap-year-check,utility,Determines whether one or more given years are leap years and explains why.,is 2100 a leap year,S,"plain Rust→WASM — the Gregorian divisibility rule is a few comparisons, fully local.",2,v2,,2.0,Directly answers the check-leap-years demand; trivial to build and reliably correct.,omni-tools,npm=0;wiki=0;stack=0;github=0,2,2,1,3,unknown,no crate/model referenced
legacy-md-hash,dev,Computes the obsolete MD2 and MD4 digests for legacy interoperability and forensic analysis.,md4 hash of this NTLM input,S,plain Rust→WASM — the md2 and md4 RustCrypto crates are pure-Rust and run offline.,2,v2,,2.0,"MD4 underpins NTLM password hashes and MD2 still appears in old certificates, so security/forensics users need them despite being deprecated.",cyberchef,npm=0;wiki=0;stack=0;github=4,3,1,2,2,unknown,no crate/model referenced
ls47-cipher,dev,Encrypts or decrypts text with the LS47 pen-and-paper cipher over its 7x7 character grid.,Encrypt 'attack at dawn' with LS47 using the password 'rosebud',M,"Plain Rust→WASM with a small hand-written LS47 implementation; it's pure character-grid arithmetic, ideal for the sandbox.",2,v2,,2.0,LS47 is a niche but beloved human-computable cipher with no good browser-local tool today.,cyberchef,npm=0;wiki=0;stack=0;github=1,4,1,2,1,unknown,no crate/model referenced
mac-to-eui64,data,Derives the IPv6 EUI-64 interface identifier and link-local (fe80::) address from a 48-bit MAC address.,What is the IPv6 link-local address for MAC 00:1A:2B:3C:4D:5E?,S,plain Rust→WASM — EUI-64 is a fixed bit-flip-and-insert transform on the MAC bytes; deterministic local arithmetic.,2,v2,,2.0,Mapping a MAC to its auto-configured IPv6 identifier is a recurring need for network troubleshooting and a clean extension of the MAC-formatting demand.,cyberchef,npm=0;wiki=0;stack=0;github=2,2,2,2,2,no,not found: EUI-64
number-base-convert,math,"Converts a number between binary, octal, decimal, hexadecimal, and any arbitrary radix from 2 to 36.",convert 255 to binary and hex,S,"plain Rust→WASM — integer parsing and radix output are pure arithmetic, no external runtime.",2,v2,,2.0,"A programmer's base calculator covers the To/From Decimal, Binary, and Octal demand in a single high-utility tool.",cyberchef,npm=0;wiki=0;stack=0;github=1655,2,3,2,1,unknown,no crate/model referenced
objectid-parser,dev,"Parses a MongoDB ObjectId into its embedded timestamp, machine, process, and counter components.",what timestamp is in this ObjectId 507f1f77bcf86cd799439011,S,plain Rust→WASM; hex decoding and field extraction are pure computation.,2,v2,,2.0,Extracting the creation time from an ObjectId is a frequent backend debugging task.,cyberchef,npm=0;wiki=0;stack=0;github=12,2,2,2,2,unknown,no crate/model referenced
offset-checker,dev,Compares two or more inputs character-by-character and highlights the offsets where they match or diverge.,check the offsets where these three hashes differ,M,"plain Rust→WASM; positional comparison is pure computation, no server.",2,v2,,2.0,"Spotting where similar strings, hashes, or hex blobs start to differ speeds up debugging.",cyberchef,npm=0;wiki=0;stack=0;github=0,3,2,2,1,unknown,no crate/model referenced
parse-client-hints,web,"Parses User-Agent Client Hints headers (Sec-CH-UA, Sec-CH-UA-Platform, Sec-CH-UA-Mobile, etc.) into structured brand/version/platform data.","Parse these client hints: Sec-CH-UA: ""Chromium"";v=""120"", ""Not?A_Brand"";v=""24""; Sec-CH-UA-Platform: ""macOS""",S,"Pure Rust→WASM header tokenizer; purely computational, runs in-browser.",2,v2,,2.0,"Client Hints are replacing the UA string and few tools decode them, making this a fresh, useful complement.",cyberchef,npm=0;wiki=0;stack=0;github=14,2,2,3,1,unknown,no crate/model referenced
parse-csr,dev,"Decodes a PKCS#10 Certificate Signing Request, showing the subject, public key, requested extensions, and signature validity.",Decode this CSR and show me the subject and SANs,M,plain Rust→WASM via x509-parser CSR support; a local structural decode with no network.,2,v2,,2.0,Verifying a CSR's contents before submitting it to a CA is a standard step that lacks a friction-free offline tool.,cyberchef,npm=0;wiki=0;stack=0;github=17,3,2,2,1,unknown,no crate/model referenced
